location,number_of_cows,farm_size,date,product_name,brand,quantity,price_per_unit,total_value,shelf_life,quantity_sold,price_per_unit_sold,total_revenue,customer_location,sales_channel,quantity_in_stock,id
Madhya Pradesh,30,Small,2022-08-24,Milk,Amul,630,39.24,24749.845200000003,1,8,34.81,278.48,Chandigarh,Retail,622,2275
Uttar Pradesh,29,Medium,2022-09-15,Paneer,Mother Dairy,53,43.11,2289.5721,13,42,39.03,1639.26,Jharkhand,Retail,11,2276
West Bengal,82,Medium,2020-06-25,Curd,Mother Dairy,86,65.58,5651.6844,5,53,69.46,3681.38,Kerala,Online,33,2277
Tamil Nadu,46,Small,2020-11-21,Lassi,Amul,266,84.47,22531.5278,18,218,87.33,19037.94,Chandigarh,Retail,48,2278
West Bengal,29,Medium,2021-06-08,Paneer,Sudha,279,12.35,3452.319,10,201,12.08,2428.08,Kerala,Retail,78,2279
Telangana,30,Large,2021-11-26,Paneer,Sudha,885,15.88,14063.4868,12,194,18.5,3589.0,Uttar Pradesh,Online,691,2280
Delhi,15,Large,2022-12-06,Cheese,Dynamix Dairies,704,82.63,58183.91449999999,74,149,79.99,11918.51,Madhya Pradesh,Retail,555,2281
Chandigarh,82,Large,2019-12-08,Butter,Amul,677,63.3,42908.538,37,307,63.18,19396.26,Haryana,Retail,370,2282
Delhi,34,Medium,2022-09-14,Lassi,Amul,474,12.67,6006.2135,13,220,8.46,1861.2,Delhi,Wholesale,254,2283
Maharashtra,80,Large,2021-05-12,Yogurt,Palle2patnam,995,93.96,93567.2472,29,718,94.62,67937.16,Rajasthan,Online,277,2284
Uttar Pradesh,95,Medium,2021-07-21,Milk,Sudha,61,33.11,2038.5827,1,13,35.68,463.84,Kerala,Wholesale,48,2285
Chandigarh,83,Medium,2020-05-19,Buttermilk,Sudha,803,57.69,46326.8007,7,6,59.52,357.12,Gujarat,Wholesale,797,2286
Telangana,46,Medium,2022-09-22,Ghee,Raj,739,87.57,64787.7888,96,316,86.66,27384.56,Uttar Pradesh,Wholesale,423,2287
Delhi,88,Medium,2019-11-05,Ghee,Amul,55,89.19,4993.7481,66,29,92.23,2674.67,Uttar Pradesh,Wholesale,26,2288
Delhi,84,Medium,2019-10-18,Paneer,Raj,239,92.7,22165.497000000003,12,206,89.37,18410.22,Uttar Pradesh,Wholesale,33,2289
Delhi,37,Small,2019-08-14,Milk,Sudha,212,53.37,11344.3272,2,165,54.98,9071.7,Uttar Pradesh,Wholesale,47,2290
Bihar,46,Small,2019-06-23,Butter,Mother Dairy,726,36.68,26657.5568,37,304,32.36,9837.44,Maharashtra,Retail,422,2291
Gujarat,78,Small,2020-10-18,Milk,Raj,372,99.25,36957.7225,28,80,96.49,7719.2,Chandigarh,Wholesale,292,2292
Bihar,88,Small,2020-08-27,Curd,Amul,82,70.7,5820.731,6,2,67.49,134.98,Karnataka,Wholesale,80,2293
Maharashtra,93,Small,2020-03-28,Milk,Mother Dairy,700,85.72,60056.2892,1,255,87.59,22335.45,Chandigarh,Wholesale,445,2294
Delhi,56,Medium,2021-06-03,Ghee,Mother Dairy,810,83.36,67554.1104,143,282,82.9,23377.8,Uttar Pradesh,Wholesale,528,2295
Telangana,86,Large,2022-06-16,Yogurt,Amul,763,45.74,34905.5662,25,136,44.69,6077.84,Kerala,Online,627,2296
West Bengal,37,Medium,2021-12-15,Buttermilk,Mother Dairy,954,55.34,52848.5932,11,461,52.85,24363.85,Gujarat,Wholesale,493,2297
Rajasthan,79,Large,2020-03-09,Buttermilk,Mother Dairy,133,67.82,9062.7866,10,101,65.42,6607.42,Chandigarh,Wholesale,32,2298
Rajasthan,94,Small,2019-08-04,Milk,Sudha,45,26.99,1228.3149,1,8,30.59,244.72,Karnataka,Retail,37,2299
Maharashtra,16,Small,2020-10-23,Curd,Sudha,819,45.23,37080.0063,5,7,40.39,282.73,Delhi,Wholesale,812,2300
Telangana,38,Large,2021-11-11,Milk,Mother Dairy,275,19.14,5277.2808,22,41,17.74,727.34,Chandigarh,Online,234,2301
West Bengal,21,Small,2019-12-07,Buttermilk,Amul,369,93.37,34541.2978,13,145,91.51,13268.95,Chandigarh,Wholesale,224,2302
Karnataka,67,Large,2020-12-20,Curd,Sudha,391,54.8,21437.76,7,81,52.84,4280.04,Delhi,Online,310,2303
Rajasthan,87,Large,2021-12-10,Paneer,Sudha,240,87.46,21048.1236,7,239,86.95,20781.05,Rajasthan,Retail,1,2304
Uttar Pradesh,94,Small,2020-07-25,Cheese,Amul,657,84.46,55491.0646,64,42,80.15,3366.3,Madhya Pradesh,Online,615,2305
Rajasthan,20,Medium,2020-04-08,Curd,Mother Dairy,410,84.79,34829.1883,7,292,83.76,24457.92,Kerala,Online,118,2306
Uttar Pradesh,82,Medium,2019-01-03,Butter,Parag Milk Foods,514,56.53,29097.1216,30,173,56.79,9824.67,Tamil Nadu,Online,341,2307
Telangana,95,Medium,2019-01-01,Ghee,Mother Dairy,564,79.42,44799.23360000001,63,427,77.21,32968.67,Kerala,Retail,137,2308
Gujarat,92,Medium,2020-08-10,Cheese,Passion Cheese,992,31.8,31562.136,28,120,33.42,4010.4,Maharashtra,Online,872,2309
Telangana,48,Medium,2019-11-07,Lassi,Amul,417,32.16,13431.623999999998,16,166,31.02,5149.32,Chandigarh,Retail,251,2310
Telangana,80,Medium,2020-01-24,Yogurt,Dodla Dairy,186,48.43,9038.4909,25,82,44.83,3676.06,Madhya Pradesh,Online,104,2311
Haryana,57,Large,2020-10-07,Lassi,Mother Dairy,804,15.14,12174.9824,18,792,12.64,10010.88,Karnataka,Wholesale,12,2312
Gujarat,39,Large,2020-10-25,Yogurt,Amul,330,31.92,10554.348,28,180,33.13,5963.4,Chandigarh,Wholesale,150,2313
West Bengal,35,Large,2021-04-05,Ice Cream,Mother Dairy,561,73.83,41472.5259,24,473,75.0,35475.0,Tamil Nadu,Retail,88,2314
Bihar,24,Large,2020-08-01,Buttermilk,Amul,376,60.5,22780.67,14,287,64.42,18488.54,Rajasthan,Online,89,2315
Karnataka,59,Medium,2019-06-02,Cheese,Dynamix Dairies,71,22.7,1621.688,87,39,24.1,939.9,Maharashtra,Online,32,2316
Gujarat,42,Small,2022-11-23,Cheese,Amul,297,11.34,3377.9592,83,282,12.71,3584.22,Chandigarh,Retail,15,2317
Rajasthan,76,Large,2021-06-02,Ghee,Sudha,630,98.99,62427.05359999999,86,29,100.41,2911.89,Rajasthan,Wholesale,601,2318
Karnataka,90,Large,2022-09-02,Paneer,Sudha,272,34.94,9511.0174,13,82,34.85,2857.7,Rajasthan,Retail,190,2319
Chandigarh,35,Medium,2022-06-08,Curd,Mother Dairy,832,88.75,73921.65,7,359,85.71,30769.89,Chandigarh,Online,473,2320
Jharkhand,37,Small,2019-08-24,Lassi,Mother Dairy,80,57.97,4692.0918,15,57,60.35,3439.95,Gujarat,Retail,23,2321
Maharashtra,77,Medium,2019-06-12,Ghee,Mother Dairy,322,38.23,12318.8529,79,86,42.22,3630.92,Delhi,Wholesale,236,2322
Kerala,11,Small,2019-08-03,Milk,Amul,380,84.9,32270.490000000005,2,235,80.97,19027.95,Jharkhand,Wholesale,145,2323
Maharashtra,58,Medium,2022-11-13,Ice Cream,Mother Dairy,23,55.98,1318.329,28,13,51.98,675.74,Jharkhand,Online,10,2324
Haryana,73,Medium,2022-02-27,Lassi,Mother Dairy,872,75.31,65686.1351,15,175,71.53,12517.75,Delhi,Retail,697,2325
Karnataka,92,Large,2022-02-24,Curd,Mother Dairy,796,55.95,44577.0435,7,320,54.38,17401.6,Maharashtra,Retail,476,2326
Kerala,13,Medium,2020-01-23,Ice Cream,Mother Dairy,365,68.96,25180.0544,30,274,65.32,17897.68,Madhya Pradesh,Wholesale,91,2327
Maharashtra,44,Small,2022-08-12,Ice Cream,Dodla Dairy,205,34.46,7090.8342,29,14,30.15,422.1,Jharkhand,Retail,191,2328
Karnataka,77,Medium,2021-07-26,Paneer,Mother Dairy,421,78.56,33131.894400000005,7,127,76.17,9673.59,Bihar,Wholesale,294,2329
Uttar Pradesh,21,Small,2019-02-02,Butter,Amul,844,95.38,80545.5486,38,188,90.64,17040.32,Karnataka,Retail,656,2330
Chandigarh,81,Small,2021-11-25,Ice Cream,Palle2patnam,278,93.01,25910.7258,27,109,94.07,10253.63,Karnataka,Retail,169,2331
Haryana,29,Medium,2019-06-17,Lassi,Sudha,745,67.74,50508.9762,12,388,72.7,28207.6,Telangana,Online,357,2332
Gujarat,36,Medium,2019-02-25,Ice Cream,Palle2patnam,369,52.94,19567.1534,23,27,52.21,1409.67,Chandigarh,Online,342,2333
Chandigarh,34,Large,2020-03-17,Curd,Mother Dairy,26,21.19,568.9515,5,5,18.51,92.55,Jharkhand,Retail,21,2334
Uttar Pradesh,86,Large,2021-05-28,Ghee,Mother Dairy,817,74.83,61150.3277,78,655,72.69,47611.95,Haryana,Wholesale,162,2335
Chandigarh,91,Large,2022-01-19,Buttermilk,Mother Dairy,584,76.24,44595.8256,8,66,77.46,5112.36,Jharkhand,Online,518,2336
Karnataka,19,Large,2021-04-07,Paneer,Sudha,324,45.25,14696.294999999998,11,316,45.46,14365.36,Jharkhand,Wholesale,8,2337
Rajasthan,47,Large,2022-05-13,Paneer,Mother Dairy,638,83.67,53455.0896,7,331,82.91,27443.21,Madhya Pradesh,Online,307,2338
Madhya Pradesh,36,Medium,2019-08-18,Ice Cream,Mother Dairy,526,24.09,12695.1891,24,219,19.62,4296.78,Karnataka,Online,307,2339
West Bengal,52,Medium,2022-08-08,Ice Cream,Mother Dairy,429,50.9,21865.622,25,156,54.53,8506.68,Rajasthan,Online,273,2340
Delhi,46,Small,2020-11-09,Butter,Amul,883,14.31,12645.747,26,250,17.28,4320.0,Tamil Nadu,Wholesale,633,2341
Karnataka,71,Large,2021-08-18,Curd,Sudha,658,49.69,32707.9456,7,427,50.98,21768.46,Maharashtra,Wholesale,231,2342
Kerala,31,Small,2020-02-11,Milk,Mother Dairy,644,51.21,33000.7482,27,485,50.86,24667.1,Chandigarh,Online,159,2343
Haryana,56,Medium,2022-07-16,Paneer,Sudha,202,91.03,18454.5119,14,95,93.07,8841.65,Karnataka,Retail,107,2344
Delhi,52,Small,2019-11-05,Cheese,Dynamix Dairies,850,27.3,23216.466,58,638,32.28,20594.64,Uttar Pradesh,Retail,212,2345
Rajasthan,23,Small,2019-04-12,Milk,Raj,791,96.75,76531.185,26,762,94.7,72161.4,Gujarat,Retail,29,2346
Delhi,49,Small,2020-12-06,Buttermilk,Amul,27,69.59,1901.1988,12,25,72.61,1815.25,Chandigarh,Online,2,2347
West Bengal,93,Small,2019-05-08,Lassi,Amul,123,14.2,1757.9599999999998,13,39,10.83,422.37,Tamil Nadu,Online,84,2348
Jharkhand,58,Medium,2019-09-24,Milk,Mother Dairy,347,63.29,21976.1867,1,153,63.02,9642.06,Delhi,Retail,194,2349
Maharashtra,54,Medium,2020-11-24,Milk,Raj,895,12.05,10793.7875,23,887,16.07,14254.09,Telangana,Retail,8,2350
Maharashtra,12,Small,2021-02-25,Curd,Amul,873,44.19,38599.0812,5,348,42.55,14807.4,Telangana,Online,525,2351
Karnataka,20,Large,2019-10-05,Milk,Amul,420,54.51,22945.9845,2,282,57.35,16172.7,Gujarat,Online,138,2352
Bihar,24,Medium,2022-09-18,Buttermilk,Raj,514,97.7,50271.535,10,346,101.88,35250.48,Kerala,Online,168,2353
Madhya Pradesh,27,Medium,2022-01-13,Lassi,Amul,550,59.29,32664.0468,14,410,55.44,22730.4,Kerala,Retail,140,2354
Chandigarh,28,Large,2020-10-19,Yogurt,Dodla Dairy,549,54.32,29847.2104,26,135,58.65,7917.75,Karnataka,Retail,414,2355
Haryana,80,Small,2020-11-12,Lassi,Sudha,100,92.57,9284.771,12,71,94.3,6695.3,West Bengal,Wholesale,29,2356
Maharashtra,69,Large,2019-02-03,Cheese,Britannia Industries,253,79.63,20149.5752,82,71,83.67,5940.57,Haryana,Retail,182,2357
Haryana,23,Large,2019-02-04,Lassi,Amul,783,17.6,13786.784,15,524,13.42,7032.08,Chandigarh,Retail,259,2358
Maharashtra,51,Large,2021-02-08,Yogurt,Palle2patnam,561,19.39,10891.363,27,82,19.72,1617.04,Chandigarh,Online,479,2359
Delhi,95,Medium,2022-09-04,Ghee,Sudha,356,23.13,8241.219,83,288,22.35,6436.8,Karnataka,Wholesale,68,2360
Telangana,72,Large,2020-09-18,Buttermilk,Mother Dairy,408,91.1,37192.486,9,310,93.69,29043.9,West Bengal,Wholesale,98,2361
Rajasthan,100,Medium,2022-04-06,Ice Cream,Palle2patnam,728,81.51,59344.985700000005,26,33,86.32,2848.56,Tamil Nadu,Online,695,2362
Bihar,77,Small,2022-06-22,Buttermilk,Sudha,164,12.21,2002.44,10,118,11.32,1335.76,Karnataka,Retail,46,2363
Uttar Pradesh,58,Medium,2020-01-13,Curd,Raj,208,34.29,7158.037499999999,6,60,35.13,2107.8,Rajasthan,Retail,148,2364
Haryana,61,Small,2022-09-06,Butter,Amul,556,71.47,39758.761,39,299,75.52,22580.48,Kerala,Retail,257,2365
Uttar Pradesh,86,Large,2021-04-08,Milk,Sudha,985,50.2,49489.670000000006,26,326,51.0,16626.0,West Bengal,Online,659,2366
Uttar Pradesh,64,Medium,2020-12-07,Ice Cream,Amul,877,19.96,17520.0896,26,618,19.96,12335.28,Karnataka,Online,259,2367
Delhi,83,Large,2020-10-23,Buttermilk,Amul,782,86.9,67998.38100000001,12,689,91.15,62802.35,Tamil Nadu,Wholesale,93,2368
Haryana,22,Large,2021-12-25,Buttermilk,Sudha,522,12.37,6459.4903,7,214,12.28,2627.92,Kerala,Online,308,2369
Haryana,71,Large,2022-04-15,Lassi,Amul,121,31.5,3812.445,14,18,30.09,541.62,Rajasthan,Wholesale,103,2370
Delhi,70,Small,2021-06-06,Butter,Mother Dairy,323,27.33,8851.0938,32,8,25.65,205.2,Bihar,Online,315,2371
Madhya Pradesh,48,Medium,2020-04-20,Ghee,Mother Dairy,656,81.77,53678.7342,109,146,82.19,11999.74,West Bengal,Retail,510,2372
Haryana,91,Large,2022-05-04,Ghee,Sudha,565,13.99,7909.946,88,556,14.29,7945.24,Chandigarh,Retail,9,2373
Uttar Pradesh,25,Medium,2022-08-24,Curd,Sudha,220,63.67,14020.7707,6,218,65.75,14333.5,Delhi,Retail,2,2374
Jharkhand,51,Large,2019-03-25,Yogurt,Dodla Dairy,724,98.37,71246.4399,30,489,99.61,48709.29,Delhi,Retail,235,2375
Maharashtra,12,Large,2019-11-27,Buttermilk,Mother Dairy,768,29.29,22522.2526,14,748,26.97,20173.56,Haryana,Wholesale,20,2376
Chandigarh,38,Large,2021-09-14,Lassi,Sudha,2,20.15,42.51649999999999,13,1,17.46,17.46,Bihar,Online,1,2377
Delhi,82,Medium,2019-10-25,Lassi,Amul,923,37.15,34298.366,13,414,37.79,15645.06,Chandigarh,Wholesale,509,2378
West Bengal,37,Small,2019-08-26,Ghee,Raj,88,47.77,4205.670800000001,127,22,51.79,1139.38,Uttar Pradesh,Retail,66,2379
Chandigarh,97,Large,2020-10-06,Lassi,Sudha,680,36.63,24924.5172,18,566,40.37,22849.42,Karnataka,Online,114,2380
Uttar Pradesh,12,Small,2020-12-19,Butter,Mother Dairy,513,83.47,42891.8942,39,160,87.4,13984.0,Chandigarh,Online,353,2381
Telangana,82,Medium,2019-07-28,Curd,Mother Dairy,566,99.78,56516.3898,7,110,101.1,11121.0,Telangana,Retail,456,2382
Bihar,60,Large,2022-09-14,Butter,Warana,731,19.22,14067.8868,29,309,17.96,5549.64,Tamil Nadu,Retail,422,2383
Gujarat,19,Large,2022-09-06,Butter,Mother Dairy,950,90.18,85753.9656,34,642,93.13,59789.46,Haryana,Online,308,2384
Rajasthan,26,Medium,2021-05-23,Milk,Sudha,143,94.51,13597.1537,25,59,96.85,5714.15,Karnataka,Retail,84,2385
Telangana,67,Large,2022-03-03,Lassi,Amul,591,96.59,57097.2467,15,413,93.64,38673.32,Rajasthan,Online,178,2386
Uttar Pradesh,93,Medium,2022-03-26,Ghee,Mother Dairy,335,13.99,4698.2617,96,156,17.74,2767.44,Chandigarh,Wholesale,179,2387
Uttar Pradesh,69,Medium,2020-07-22,Ghee,Sudha,228,91.51,20883.4971,124,103,95.02,9787.06,Bihar,Retail,125,2388
Telangana,10,Medium,2022-10-03,Paneer,Mother Dairy,888,92.52,82197.54359999999,9,772,92.82,71657.04,Delhi,Online,116,2389
Delhi,46,Large,2021-09-26,Curd,Amul,484,78.33,37948.5351,5,404,75.53,30514.12,Uttar Pradesh,Retail,80,2390
Jharkhand,56,Small,2019-06-03,Milk,Mother Dairy,107,41.4,4467.474,27,16,36.59,585.44,Haryana,Online,91,2391
Gujarat,19,Medium,2020-07-02,Ghee,Raj,195,96.7,18912.586000000003,136,116,92.65,10747.4,Jharkhand,Retail,79,2392
Kerala,92,Medium,2019-11-19,Buttermilk,Sudha,19,12.88,252.44800000000004,12,9,10.7,96.3,Jharkhand,Retail,10,2393
Bihar,36,Small,2019-12-24,Butter,Amul,586,28.32,16613.928,36,289,29.76,8600.64,Kerala,Online,297,2394
Delhi,72,Medium,2022-04-04,Butter,Mother Dairy,318,10.97,3498.7718,33,220,7.79,1713.8,Madhya Pradesh,Retail,98,2395
Karnataka,85,Large,2021-01-11,Ghee,Raj,500,91.57,45835.3635,88,173,89.2,15431.6,Jharkhand,Wholesale,327,2396
Kerala,32,Small,2022-02-19,Milk,Mother Dairy,909,66.17,60167.7193,26,342,66.52,22749.84,Delhi,Wholesale,567,2397
Maharashtra,42,Small,2021-07-14,Milk,Raj,814,56.52,46047.97440000001,1,552,53.5,29532.0,Karnataka,Wholesale,262,2398
Kerala,79,Small,2019-03-08,Curd,Amul,989,66.96,66244.8672,5,109,62.11,6769.99,Bihar,Online,880,2399
Karnataka,42,Small,2021-09-16,Ghee,Raj,194,64.63,12549.8534,142,58,63.28,3670.24,Madhya Pradesh,Wholesale,136,2400
Madhya Pradesh,54,Small,2020-01-26,Lassi,Amul,704,73.6,51851.936,17,552,77.74,42912.48,Delhi,Retail,152,2401
Tamil Nadu,61,Small,2022-03-13,Cheese,Britannia Industries,213,87.85,18744.5545,45,170,86.92,14776.4,Delhi,Wholesale,43,2402
Tamil Nadu,87,Small,2020-10-15,Cheese,Passion Cheese,945,46.62,44096.9256,80,261,42.7,11144.7,Tamil Nadu,Wholesale,684,2403
Delhi,37,Small,2021-01-23,Butter,Amul,20,52.93,1078.7134,39,11,55.79,613.69,Bihar,Retail,9,2404
Jharkhand,26,Large,2019-09-06,Lassi,Amul,894,51.96,46496.9256,12,178,49.12,8743.36,Uttar Pradesh,Wholesale,716,2405
Kerala,16,Small,2019-07-12,Cheese,Amul,532,95.54,50832.057,43,282,98.47,27768.54,West Bengal,Wholesale,250,2406
West Bengal,61,Large,2019-12-15,Paneer,Amul,104,96.34,10048.262,14,76,101.1,7683.6,Maharashtra,Online,28,2407
Jharkhand,89,Medium,2022-01-03,Cheese,Passion Cheese,651,62.48,40700.0968,41,497,59.66,29651.02,Chandigarh,Retail,154,2408
Kerala,22,Large,2019-06-21,Ice Cream,Dodla Dairy,701,98.78,69290.2188,27,596,98.09,58461.64,Uttar Pradesh,Retail,105,2409
Karnataka,37,Small,2020-05-16,Curd,Amul,103,24.46,2527.6964000000003,6,27,20.51,553.77,Chandigarh,Online,76,2410
Chandigarh,13,Medium,2019-06-23,Ghee,Sudha,327,55.03,18047.0885,63,129,54.14,6984.06,West Bengal,Retail,198,2411
Rajasthan,57,Large,2020-08-24,Ghee,Amul,894,84.49,75578.8397,93,381,89.08,33939.48,Madhya Pradesh,Online,513,2412
Bihar,80,Small,2021-07-17,Lassi,Raj,256,94.88,24362.337599999995,17,235,95.07,22341.45,Madhya Pradesh,Online,21,2413
Bihar,31,Small,2019-09-07,Cheese,Passion Cheese,221,84.24,18643.1544,55,200,89.22,17844.0,Chandigarh,Online,21,2414
Chandigarh,49,Small,2022-11-20,Buttermilk,Amul,362,95.74,34706.7074,7,293,94.48,27682.64,Jharkhand,Online,69,2415
Chandigarh,23,Large,2020-09-17,Butter,Amul,596,97.03,57910.4149,25,303,99.95,30284.85,Madhya Pradesh,Online,293,2416
Jharkhand,32,Medium,2022-06-09,Milk,Sudha,880,47.88,42142.5396,2,575,52.4,30130.0,Chandigarh,Retail,305,2417
Chandigarh,77,Large,2022-01-21,Yogurt,Mother Dairy,860,40.86,35155.5354,23,228,39.75,9063.0,Jharkhand,Retail,632,2418
Madhya Pradesh,62,Small,2021-08-21,Ghee,Raj,706,30.39,21479.0442,63,364,29.1,10592.4,Maharashtra,Online,342,2419
Delhi,51,Small,2021-05-18,Ghee,Mother Dairy,268,33.54,8991.738599999999,113,232,29.41,6823.12,Chandigarh,Online,36,2420
Tamil Nadu,55,Medium,2022-11-23,Milk,Mother Dairy,107,94.8,10189.104,24,58,92.81,5382.98,Maharashtra,Wholesale,49,2421
Maharashtra,77,Medium,2019-05-20,Ice Cream,Mother Dairy,945,10.76,10168.4152,30,122,13.38,1632.36,Maharashtra,Wholesale,823,2422
Delhi,86,Small,2020-04-27,Cheese,Amul,265,25.71,6814.9497,69,81,21.38,1731.78,Uttar Pradesh,Retail,184,2423
Telangana,71,Large,2021-01-03,Butter,Amul,462,66.49,30750.9601,38,110,71.38,7851.8,Tamil Nadu,Retail,352,2424
Chandigarh,90,Large,2022-06-22,Butter,Mother Dairy,501,24.45,12253.362,27,290,21.08,6113.2,Gujarat,Wholesale,211,2425
Rajasthan,57,Small,2019-11-15,Ghee,Mother Dairy,347,56.1,19475.115,143,174,58.06,10102.44,Uttar Pradesh,Retail,173,2426
Jharkhand,92,Medium,2020-01-22,Milk,Sudha,558,55.91,31198.8982,26,520,51.26,26655.2,Tamil Nadu,Wholesale,38,2427
Kerala,100,Small,2022-02-08,Paneer,Sudha,689,96.78,66767.5542,9,561,92.37,51819.57,Chandigarh,Wholesale,128,2428
Gujarat,34,Medium,2020-01-21,Ice Cream,Palle2patnam,493,22.71,11207.6121,24,349,20.7,7224.3,Tamil Nadu,Online,144,2429
Tamil Nadu,19,Medium,2019-12-02,Ghee,Raj,825,80.15,66146.9935,146,414,78.57,32527.98,Tamil Nadu,Wholesale,411,2430
Tamil Nadu,62,Small,2019-12-28,Cheese,Passion Cheese,898,84.48,75874.0224,47,354,83.36,29509.44,Tamil Nadu,Online,544,2431
Madhya Pradesh,68,Small,2019-01-28,Ice Cream,Amul,568,85.41,48576.9375,21,303,88.05,26679.15,Haryana,Retail,265,2432
Rajasthan,50,Small,2019-11-26,Cheese,Britannia Industries,434,47.16,20499.0372,42,219,48.93,10715.67,Bihar,Retail,215,2433
Telangana,34,Medium,2019-08-10,Ice Cream,Dodla Dairy,411,46.45,19102.098,23,381,50.08,19080.48,Kerala,Online,30,2434
Delhi,54,Large,2020-12-15,Paneer,Amul,28,40.75,1181.3425,7,20,41.88,837.6,Maharashtra,Wholesale,8,2435
Delhi,17,Small,2021-04-15,Cheese,Britannia Industries,385,75.28,28988.0696,55,356,75.36,26828.16,Uttar Pradesh,Retail,29,2436
West Bengal,24,Small,2020-12-24,Yogurt,Palle2patnam,140,25.75,3626.63,30,34,26.98,917.32,Kerala,Wholesale,106,2437
Karnataka,33,Large,2021-05-14,Yogurt,Mother Dairy,816,41.63,34005.8818,29,656,44.57,29237.92,Chandigarh,Retail,160,2438
Chandigarh,54,Medium,2020-08-10,Lassi,Amul,681,86.95,59215.5585,17,303,86.41,26182.23,Delhi,Wholesale,378,2439
Haryana,24,Medium,2020-08-05,Butter,Parag Milk Foods,893,96.28,86051.2128,33,126,95.73,12061.98,West Bengal,Wholesale,767,2440
Delhi,87,Medium,2019-09-12,Butter,Parag Milk Foods,74,28.63,2124.6323,39,1,30.38,30.38,Rajasthan,Retail,73,2441
Madhya Pradesh,29,Small,2019-06-11,Lassi,Raj,150,28.0,4218.2,14,2,31.75,63.5,Telangana,Online,148,2442
Chandigarh,100,Small,2021-12-10,Paneer,Amul,585,90.25,52842.2775,13,27,88.23,2382.21,West Bengal,Wholesale,558,2443
Maharashtra,66,Small,2022-03-07,Cheese,Dynamix Dairies,650,32.97,21434.7861,58,39,35.54,1386.06,Kerala,Online,611,2444
Bihar,13,Medium,2022-02-08,Milk,Amul,696,96.65,67362.1505,2,47,101.5,4770.5,Kerala,Retail,649,2445
Delhi,18,Small,2019-12-26,Yogurt,Amul,837,30.79,25796.4778,21,272,32.85,8935.2,Telangana,Retail,565,2446
Jharkhand,48,Small,2020-07-28,Lassi,Mother Dairy,349,37.09,12975.5656,17,243,38.27,9299.61,Kerala,Wholesale,106,2447
Maharashtra,15,Large,2019-11-28,Ice Cream,Palle2patnam,95,15.04,1440.5312,29,41,19.7,807.7,Haryana,Retail,54,2448
Uttar Pradesh,70,Large,2020-11-22,Milk,Sudha,77,14.63,1139.677,2,24,14.85,356.4,Rajasthan,Retail,53,2449
Chandigarh,17,Medium,2021-09-21,Ice Cream,Mother Dairy,144,11.33,1633.5594,28,51,11.14,568.14,Chandigarh,Wholesale,93,2450
Chandigarh,66,Small,2021-06-01,Ice Cream,Palle2patnam,198,99.12,19696.1352,23,111,98.39,10921.29,Maharashtra,Wholesale,87,2451
Karnataka,17,Medium,2019-05-15,Paneer,Mother Dairy,725,31.07,22542.5278,7,214,28.09,6011.26,Telangana,Online,511,2452
Kerala,59,Large,2019-05-22,Ghee,Raj,918,47.46,43612.8924,98,345,44.01,15183.45,Gujarat,Online,573,2453
Tamil Nadu,83,Medium,2019-04-25,Yogurt,Amul,718,55.5,39871.755,24,615,53.94,33173.1,Delhi,Retail,103,2454
Jharkhand,40,Medium,2022-11-14,Ice Cream,Amul,333,97.86,32654.9034,26,1,99.45,99.45,Bihar,Retail,332,2455
Rajasthan,15,Medium,2021-11-18,Paneer,Mother Dairy,164,25.82,4244.0334,9,46,23.32,1072.72,Uttar Pradesh,Online,118,2456
Telangana,38,Medium,2019-11-20,Lassi,Sudha,798,46.93,37482.521700000005,17,67,49.36,3307.12,Bihar,Retail,731,2457
Karnataka,74,Large,2020-04-06,Buttermilk,Sudha,177,70.83,12581.5329,7,174,70.12,12200.88,Telangana,Retail,3,2458
Karnataka,97,Small,2020-12-20,Curd,Sudha,478,22.54,10779.0788,7,477,22.25,10613.25,Delhi,Retail,1,2459
Haryana,55,Small,2021-09-02,Cheese,Dynamix Dairies,876,71.71,62881.7819,53,644,71.86,46277.84,Tamil Nadu,Retail,232,2460
Gujarat,79,Large,2021-08-08,Butter,Parag Milk Foods,714,62.24,44439.9824,38,34,61.19,2080.46,Madhya Pradesh,Retail,680,2461
Delhi,28,Medium,2020-01-19,Yogurt,Dodla Dairy,903,60.39,54579.8781,27,885,62.94,55701.9,Telangana,Retail,18,2462
Bihar,95,Medium,2020-05-02,Paneer,Raj,359,88.41,31822.2954,10,279,87.42,24390.18,Chandigarh,Wholesale,80,2463
Tamil Nadu,88,Small,2020-11-27,Yogurt,Mother Dairy,353,27.3,9649.458,28,237,28.37,6723.69,Tamil Nadu,Wholesale,116,2464
Karnataka,71,Medium,2021-12-01,Ghee,Mother Dairy,539,16.38,8831.768399999999,72,35,11.97,418.95,Telangana,Retail,504,2465
Kerala,92,Large,2021-05-02,Yogurt,Amul,710,45.28,32184.1184,27,455,43.53,19806.15,Delhi,Retail,255,2466
Madhya Pradesh,99,Medium,2020-05-12,Cheese,Dynamix Dairies,702,30.2,21223.352,76,143,34.3,4904.9,Chandigarh,Wholesale,559,2467
Gujarat,95,Small,2021-08-18,Cheese,Dynamix Dairies,491,66.85,32870.145,58,61,62.2,3794.2,Bihar,Online,430,2468
Karnataka,62,Small,2020-01-25,Cheese,Dynamix Dairies,76,89.23,6825.2027,34,53,87.97,4662.41,Maharashtra,Retail,23,2469
